"Case Range","1",,,"2",,,"3",,,"4",,,"5",,,"6",,,"7",,,"8"
"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)"
"0.008625","41815248.4776",,"0.002875","37823012.1684",,"0.001725","32471442.7781",,"0.00123214285714","27283864.8613",,"0.000958333333333","22893771.7056",,"0.000784090909091","19401513.1068",,"0.000663461538462","16725597.5632",,"0.000575","14745391.8156"
"0.00875","39421936.2738",,"0.00291666666667","35857621.5057",,"0.00175","31389126.5714",,"0.00125","26855665.9478",,"0.000972222222222","22847165.3854",,"0.000795454545455","19538564.5992",,"0.000673076923077","16917432.2876",,"0.000583333333333","14911344.8136"
"0.008875","37049448.2536",,"0.00295833333333","33464355.5949",,"0.001775","29527667.4703",,"0.00126785714286","25508432.4543",,"0.000986111111111","21856750.0732",,"0.000806818181818","18760126.5433",,"0.000682692307692","16244786.4283",,"0.000591666666667","14272063.0864"
"0.009","35116147.512",,"0.003","31609409.0508",,"0.0018","27984687.7824",,"0.00128571428571","24314979.4657",,"0.001","20926970.8359",,"0.000818181818182","17993833.3572",,"0.000692307692308","15560056.082",,"0.0006","13608268.0444"
"0.009125","33085133.3438",,"0.00304166666667","29747903.5787",,"0.001825","26342217.6094",,"0.00130357142857","22935171.5644",,"0.00101388888889","19768583.5867",,"0.000829545454545","16992386.5803",,"0.000701923076923","14656252.3712",,"0.000608333333333","12753995.1715"
"0.00925","30542976.7611",,"0.00308333333333","27115556.6417",,"0.00185","23762519.5872",,"0.00132142857143","20508162.0549",,"0.00102777777778","17511512.2488",,"0.000840909090909","14885827.7173",,"0.000711538461538","12670496.2187",,"0.000616666666667","10859501.0978"
"0.009375","27972235.3084",,"0.003125","24357973.5154",,"0.001875","20891821.021",,"0.00133928571429","17623595.3909",,"0.00104166666667","14661310.5031",,"0.000852272727273","12085242.0896",,"0.000721153846154","9919993.00238",,"0.000625","8154637.98279"
"0.0095","25196271.688",,"0.00316666666667","21293697.4752",,"0.0019","17612231.5778",,"0.00135714285714","14215047.2791",,"0.00105555555556","11181631.5384",,"0.000863636363636","8566742.62632",,"0.000730769230769","6382741.36261",,"0.000633333333333","4611190.36989"
"0.009625","22139771.226",,"0.00320833333333","17701321.8159",,"0.001925","13647433.7599",,"0.001375","9989841.91757",,"0.00106944444444","6776617.06701",,"0.000875","4038004.35207",,"0.000740384615385","1768576.3334",,"0.000641666666667","-60322.9264379"
"0.00975","19214424.4395",,"0.00325","14238061.8975",,"0.00195","9715381.39766",,"0.00139285714286","5678638.39759",,"0.00108333333333","2164259.29845",,"0.000886363636364","-813109.738026",,"0.00075","-3270742.7427",,"0.00065","-5246877.50097"
