"Study title: REF_OnLoad_FPref_121"
"Torque: Nm <Value> "
"Case Range","1","","","2","","","3","","","4","","","5","","","6","","","7","","","8","","","9","","","10","","","11","","","12","","","13","","","14","","","15","","","16","","","17","","","18","","","19","","","20","","","21","","","22","","","23","","","24","","","25","","","26","","","27","","","28","","","29","","","30","",""
"Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque"
"7.8125e-05","0.0365813626828","","7.8125e-05","0.102091038368","","7.8125e-05","0.0686511144836","","7.8125e-05","0.0185691357163","","7.8125e-05","-0.0404910507281","","7.8125e-05","131.358905966","","7.8125e-05","142.122780911","","7.8125e-05","125.873229101","","7.8125e-05","75.4762752476","","7.8125e-05","-0.0122347997179","","7.8125e-05","224.76720885","","7.8125e-05","259.69196074","","7.8125e-05","263.699970659","","7.8125e-05","182.744642161","","7.8125e-05","-0.0407996860423","","7.8125e-05","292.208618346","","7.8125e-05","362.974592708","","7.8125e-05","382.784573051","","7.8125e-05","292.672646963","","7.8125e-05","-0.105452975893","","7.8125e-05","353.874187477","","7.8125e-05","461.178688598","","7.8125e-05","498.856897904","","7.8125e-05","398.717447687","","7.8125e-05","-0.321303954403","","7.8125e-05","418.644680976","","7.8125e-05","533.500272722","","7.8125e-05","585.280519437","","7.8125e-05","488.424191739","","7.8125e-05","-0.761769667984"
"8.59375e-05","-3.74642712922","","8.59375e-05","-3.68509616643","","8.59375e-05","-3.71783392078","","8.59375e-05","-3.76614459252","","8.59375e-05","-3.82266639847","","8.59375e-05","117.028312961","","8.59375e-05","127.488019276","","8.59375e-05","114.64757653","","8.59375e-05","67.8445749385","","8.59375e-05","-6.39967044758","","8.59375e-05","202.65214602","","8.59375e-05","241.912442464","","8.59375e-05","247.12556598","","8.59375e-05","177.245254442","","8.59375e-05","2.61087513279","","8.59375e-05","272.26561407","","8.59375e-05","352.845997988","","8.59375e-05","372.296736625","","8.59375e-05","294.539627843","","8.59375e-05","13.0395600999","","8.59375e-05","342.372313318","","8.59375e-05","445.224403143","","8.59375e-05","485.703562248","","8.59375e-05","408.0698923","","8.59375e-05","28.7690150146","","8.59375e-05","398.876188233","","8.59375e-05","520.475723312","","8.59375e-05","571.303757146","","8.59375e-05","508.566642658","","8.59375e-05","45.5959433975"
"9.375e-05","-9.88923356123","","9.375e-05","-9.83145341472","","9.375e-05","-9.86263875345","","9.375e-05","-9.90847457942","","9.375e-05","-9.9619826075","","9.375e-05","104.414380727","","9.375e-05","117.148328428","","9.375e-05","106.888331607","","9.375e-05","62.5790268974","","9.375e-05","-11.6941025396","","9.375e-05","189.583042313","","9.375e-05","235.032401791","","9.375e-05","242.64838333","","9.375e-05","181.548103003","","9.375e-05","2.43438147483","","9.375e-05","270.947872715","","9.375e-05","354.85821923","","9.375e-05","378.257712393","","9.375e-05","314.92880606","","9.375e-05","24.6253129292","","9.375e-05","345.998102246","","9.375e-05","444.439008742","","9.375e-05","491.88673606","","9.375e-05","443.822142632","","9.375e-05","50.4310097017","","9.375e-05","397.157707177","","9.375e-05","525.38519233","","9.375e-05","589.639132781","","9.375e-05","563.652864335","","9.375e-05","81.4892920756"
"0.0001015625","-10.3365707519","","0.0001015625","-10.2791252822","","0.0001015625","-10.310350845","","0.0001015625","-10.3560800012","","0.0001015625","-10.4094358573","","0.0001015625","100.431298855","","0.0001015625","113.975681816","","0.0001015625","106.20632624","","0.0001015625","63.3117514423","","0.0001015625","-12.1736931298","","0.0001015625","187.838842192","","0.0001015625","236.294826285","","0.0001015625","248.991607849","","0.0001015625","192.243826042","","0.0001015625","1.78538242169","","0.0001015625","279.057546325","","0.0001015625","362.902659108","","0.0001015625","394.524175202","","0.0001015625","342.71030743","","0.0001015625","28.1791163969","","0.0001015625","349.779266346","","0.0001015625","454.148838735","","0.0001015625","519.701565324","","0.0001015625","492.756746962","","0.0001015625","57.2820948678","","0.0001015625","406.52721895","","0.0001015625","544.466642569","","0.0001015625","637.853637916","","0.0001015625","634.245724573","","0.0001015625","91.3290934214"
"0.000109375","-6.18874119441","","0.000109375","-6.131172307","","0.000109375","-6.16168394906","","0.000109375","-6.20682901341","","0.000109375","-6.25971073269","","0.000109375","102.903221722","","0.000109375","117.48875223","","0.000109375","112.114133706","","0.000109375","69.6684850933","","0.000109375","-7.49857147028","","0.000109375","191.6518997","","0.000109375","242.194989419","","0.000109375","259.616952756","","0.000109375","203.570566623","","0.000109375","1.98780613923","","0.000109375","284.682869653","","0.000109375","364.938625826","","0.000109375","413.811860907","","0.000109375","366.398790743","","0.000109375","22.2255955509","","0.000109375","350.546675679","","0.000109375","470.285930928","","0.000109375","555.208307538","","0.000109375","535.201966794","","0.000109375","46.9665053788","","0.000109375","414.30031885","","0.000109375","571.569842273","","0.000109375","689.302135629","","0.000109375","692.143909767","","0.000109375","72.7144665073"
"0.0001171875","-0.115259179459","","0.0001171875","-0.0551276486119","","0.0001171875","-0.0844826251732","","0.0001171875","-0.129165001209","","0.0001171875","-0.182339734692","","0.0001171875","112.010458729","","0.0001171875","127.382172395","","0.0001171875","121.972288825","","0.0001171875","79.2598322391","","0.0001171875","1.10873195243","","0.0001171875","202.47185599","","0.0001171875","254.045101706","","0.0001171875","273.375666732","","0.0001171875","214.954818615","","0.0001171875","4.15010926474","","0.0001171875","288.334041201","","0.0001171875","377.111935657","","0.0001171875","432.888334919","","0.0001171875","383.77823507","","0.0001171875","13.60440702","","0.0001171875","357.703782242","","0.0001171875","493.231560993","","0.0001171875","584.737814567","","0.0001171875","562.171549901","","0.0001171875","25.1309767617","","0.0001171875","427.077127861","","0.0001171875","600.216009919","","0.0001171875","726.305170244","","0.0001171875","726.827049076","","0.0001171875","38.6499365179"
"0.000125","6.00444055356","","0.000125","6.0683156159","","0.000125","6.03939695609","","0.000125","5.99416310744","","0.000125","5.93952385207","","0.000125","125.969203397","","0.000125","141.300515781","","0.000125","134.599334089","","0.000125","90.6480399472","","0.000125","10.369811008","","0.000125","217.817942221","","0.000125","270.172381008","","0.000125","288.901286396","","0.000125","223.916919575","","0.000125","9.63696596661","","0.000125","297.070474114","","0.000125","393.182448036","","0.000125","450.887508024","","0.000125","393.023544411","","0.000125","5.79123632239","","0.000125","373.501481866","","0.000125","513.530097717","","0.000125","606.065693859","","0.000125","571.893482912","","0.000125","1.23497208757","","0.000125","446.961729212","","0.000125","620.758818256","","0.000125","738.925170748","","0.000125","734.070136388","","0.000125","-1.50820137379"
"0.0001328125","10.2570638315","","0.0001328125","10.3236938509","","0.0001328125","10.2939912088","","0.0001328125","10.2472816061","","0.0001328125","10.1906672173","","0.0001328125","136.928745292","","0.0001328125","152.62894824","","0.0001328125","143.550187098","","0.0001328125","97.4788281585","","0.0001328125","16.1000801413","","0.0001328125","231.490525041","","0.0001328125","284.580435285","","0.0001328125","301.573788858","","0.0001328125","229.200739976","","0.0001328125","12.838063709","","0.0001328125","310.527748175","","0.0001328125","407.763375798","","0.0001328125","464.728066978","","0.0001328125","391.37056271","","0.0001328125","2.64616133883","","0.0001328125","387.851485246","","0.0001328125","523.133408276","","0.0001328125","611.718755635","","0.0001328125","559.784008427","","0.0001328125","-16.7574926212","","0.0001328125","454.879700989","","0.0001328125","631.671033332","","0.0001328125","729.915398998","","0.0001328125","706.139589891","","0.0001328125","-34.3444715318"
"0.000140625","9.83010242218","","0.000140625","9.89742120317","","0.000140625","9.86653359388","","0.000140625","9.8185260243","","0.000140625","9.76064515103","","0.000140625","141.905997465","","0.000140625","156.846035383","","0.000140625","146.078394786","","0.000140625","97.3294075661","","0.000140625","14.2199931011","","0.000140625","242.777621499","","0.000140625","292.678045482","","0.000140625","305.950893538","","0.000140625","225.48466398","","0.000140625","8.96422631801","","0.000140625","319.291360729","","0.000140625","411.052192353","","0.000140625","464.251376761","","0.000140625","374.767443853","","0.000140625","-2.82089811623","","0.000140625","388.606631886","","0.000140625","525.487185021","","0.000140625","600.880340589","","0.000140625","522.80379441","","0.000140625","-25.2000188526","","0.000140625","456.034295679","","0.000140625","620.914891615","","0.000140625","698.469985884","","0.000140625","638.358311779","","0.000140625","-49.0407471986"
"0.0001484375","3.74936021539","","0.0001484375","3.82027765918","","0.0001484375","3.78628306796","","0.0001484375","3.73421720193","","0.0001484375","3.67202674727","","0.0001484375","139.92770821","","0.0001484375","153.05247717","","0.0001484375","139.914734477","","0.0001484375","88.9112276217","","0.0001484375","6.6541918176","","0.0001484375","241.617036239","","0.0001484375","290.989120822","","0.0001484375","298.690320763","","0.0001484375","210.190956159","","0.0001484375","2.24194265847","","0.0001484375","313.534130743","","0.0001484375","404.693552","","0.0001484375","446.985703137","","0.0001484375","344.32155524","","0.0001484375","-6.01607810708","","0.0001484375","381.291774022","","0.0001484375","512.94900879","","0.0001484375","568.688628112","","0.0001484375","471.63219933","","0.0001484375","-19.4610046296","","0.0001484375","453.453597422","","0.0001484375","592.126267267","","0.0001484375","651.50262988","","0.0001484375","562.96985158","","0.0001484375","-35.024712182"
"0.00015625","0.0417209221243","","0.00015625","0.114256672673","","0.00015625","0.0772136602299","","0.00015625","0.0217303566804","","0.00015625","-0.0437372134063","","0.00015625","131.867709957","","0.00015625","144.121901078","","0.00015625","130.11231014","","0.00015625","79.8349174575","","0.00015625","-0.0334363404641","","0.00015625","225.309663357","","0.00015625","274.923332723","","0.00015625","280.821272274","","0.00015625","193.079966067","","0.00015625","-0.106368874622","","0.00015625","295.265111543","","0.00015625","388.450872119","","0.00015625","425.432329373","","0.00015625","321.029751161","","0.00015625","-0.37387508617","","0.00015625","367.461015388","","0.00015625","486.220022291","","0.00015625","532.017339977","","0.00015625","436.892455717","","0.00015625","-0.403925920534","","0.00015625","437.521013078","","0.00015625","561.642187618","","0.00015625","608.68804395","","0.00015625","509.872993303","","0.00015625","-0.314962107445"
"0.0001640625","-3.74391966594","","0.0001640625","-3.67652574357","","0.0001640625","-3.71310929853","","0.0001640625","-3.76680425221","","0.0001640625","-3.82940868073","","0.0001640625","119.324679892","","0.0001640625","133.143324185","","0.0001640625","120.976691401","","0.0001640625","72.2566980454","","0.0001640625","-6.75837026223","","0.0001640625","208.045923362","","0.0001640625","262.860002309","","0.0001640625","269.835700774","","0.0001640625","186.167700945","","0.0001640625","-2.48126472223","","0.0001640625","285.574141755","","0.0001640625","381.874998382","","0.0001640625","412.437800539","","0.0001640625","317.362785407","","0.0001640625","5.33087322748","","0.0001640625","363.100522684","","0.0001640625","471.72357085","","0.0001640625","508.275892211","","0.0001640625","429.862910165","","0.0001640625","18.6994922543","","0.0001640625","422.825294366","","0.0001640625","547.818256989","","0.0001640625","584.951975738","","0.0001640625","500.991148001","","0.0001640625","34.4690884167"
"0.000171875","-9.89204867167","","0.000171875","-9.83005397323","","0.000171875","-9.86521353938","","0.000171875","-9.91607824505","","0.000171875","-9.97486318704","","0.000171875","111.888797124","","0.000171875","125.824991712","","0.000171875","114.392745879","","0.000171875","65.9483983264","","0.000171875","-14.3795968546","","0.000171875","204.085081646","","0.000171875","261.94049431","","0.000171875","269.533439841","","0.000171875","187.332319351","","0.000171875","-9.20435075649","","0.000171875","292.294199732","","0.000171875","386.634628305","","0.000171875","411.676415847","","0.000171875","328.169598851","","0.000171875","2.26576346608","","0.000171875","370.414043885","","0.000171875","471.717010843","","0.000171875","505.115025273","","0.000171875","447.105391399","","0.000171875","24.467256359","","0.000171875","427.502139737","","0.000171875","546.495038205","","0.000171875","587.457873956","","0.000171875","526.866232444","","0.000171875","48.3629246604"
"0.0001796875","-10.3412442769","","0.0001796875","-10.2812028223","","0.0001796875","-10.3161660533","","0.0001796875","-10.3663598305","","0.0001796875","-10.4240438484","","0.0001796875","110.583233848","","0.0001796875","125.126686437","","0.0001796875","114.581028436","","0.0001796875","65.1508272516","","0.0001796875","-16.2808417656","","0.0001796875","209.577228212","","0.0001796875","268.05317396","","0.0001796875","278.370357443","","0.0001796875","195.574108682","","0.0001796875","-13.1088762803","","0.0001796875","307.616286609","","0.0001796875","389.166800906","","0.0001796875","416.600911427","","0.0001796875","345.688467644","","0.0001796875","-3.06760013336","","0.0001796875","379.872388984","","0.0001796875","480.230412508","","0.0001796875","516.506964714","","0.0001796875","474.021081808","","0.0001796875","15.6959294735","","0.0001796875","442.107577404","","0.0001796875","555.239375626","","0.0001796875","612.457726214","","0.0001796875","566.868756079","","0.0001796875","33.1075536979"
"0.0001875","-6.19132728867","","0.0001875","-6.13302541887","","0.0001875","-6.16640393923","","0.0001875","-6.21453952904","","0.0001875","-6.27010457469","","0.0001875","113.270527943","","0.0001875","129.491209379","","0.0001875","120.055633329","","0.0001875","70.1467307323","","0.0001875","-10.6009761637","","0.0001875","218.418181367","","0.0001875","277.389229352","","0.0001875","290.289687561","","0.0001875","205.43704882","","0.0001875","-9.99802377741","","0.0001875","317.267511565","","0.0001875","392.776570712","","0.0001875","425.092765805","","0.0001875","358.788493344","","0.0001875","-6.55469427755","","0.0001875","387.339819559","","0.0001875","487.804885096","","0.0001875","534.774788895","","0.0001875","490.82150807","","0.0001875","-2.69434521895","","0.0001875","449.03521966","","0.0001875","566.167589653","","0.0001875","643.771042612","","0.0001875","598.123773013","","0.0001875","-0.0376680743709"
"0.0001953125","-0.1142266215","","0.0001953125","-0.0560896043025","","0.0001953125","-0.0870712085311","","0.0001953125","-0.132796095734","","0.0001953125","-0.186318476492","","0.0001953125","121.185922109","","0.0001953125","138.240744643","","0.0001953125","128.158127711","","0.0001953125","77.4801741303","","0.0001953125","-1.38212611117","","0.0001953125","230.784071478","","0.0001953125","287.748047245","","0.0001953125","300.438266063","","0.0001953125","213.492195111","","0.0001953125","-4.54994603108","","0.0001953125","323.073018885","","0.0001953125","401.692592779","","0.0001953125","433.006845811","","0.0001953125","361.936712969","","0.0001953125","-14.4984311855","","0.0001953125","396.901761744","","0.0001953125","493.974575518","","0.0001953125","548.252688721","","0.0001953125","497.186274941","","0.0001953125","-26.5778788454","","0.0001953125","453.683135772","","0.0001953125","576.733624052","","0.0001953125","668.056685299","","0.0001953125","611.643781803","","0.0001953125","-40.265048324"
"0.000203125","6.00272386035","","0.000203125","6.06213492963","","0.000203125","6.03302446994","","0.000203125","5.98882889732","","0.000203125","5.93617501994","","0.000203125","133.41331567","","0.000203125","149.699705067","","0.000203125","137.996865412","","0.000203125","86.335416301","","0.000203125","7.22735693683","","0.000203125","243.90184508","","0.000203125","295.43042873","","0.000203125","305.440060471","","0.000203125","218.309705879","","0.000203125","-2.5332569648","","0.000203125","330.027237474","","0.000203125","403.359768233","","0.000203125","431.960969883","","0.000203125","361.858148654","","0.000203125","-23.0055416557","","0.000203125","398.691139183","","0.000203125","492.682064932","","0.000203125","553.919241707","","0.000203125","493.026188291","","0.000203125","-48.1477380657","","0.000203125","458.414088334","","0.000203125","583.682443759","","0.000203125","678.080423559","","0.000203125","609.324801889","","0.000203125","-74.5170015177"
"0.0002109375","10.251770759","","0.0002109375","10.3120831601","","0.0002109375","10.2831456975","","0.0002109375","10.2388380056","","0.0002109375","10.1859181346","","0.0002109375","143.106453825","","0.0002109375","158.105954338","","0.0002109375","144.053097004","","0.0002109375","91.5497839445","","0.0002109375","11.9177826441","","0.0002109375","252.274253071","","0.0002109375","299.467498585","","0.0002109375","305.415682316","","0.0002109375","219.924756239","","0.0002109375","-2.19328245797","","0.0002109375","331.514958187","","0.0002109375","397.197643326","","0.0002109375","429.919802891","","0.0002109375","357.327395032","","0.0002109375","-28.7670725882","","0.0002109375","394.653032344","","0.0002109375","491.379357328","","0.0002109375","555.94387539","","0.0002109375","480.129679924","","0.0002109375","-58.2521123959","","0.0002109375","456.68028988","","0.0002109375","589.798700895","","0.0002109375","679.356879569","","0.0002109375","590.199937294","","0.0002109375","-92.8187088612"
"0.00021875","9.82387529041","","0.00021875","9.88427379678","","0.00021875","9.85513346159","","0.00021875","9.8106119939","","0.00021875","9.7574715323","","0.00021875","145.66218977","","0.00021875","160.112556278","","0.00021875","144.570625139","","0.00021875","91.6284800838","","0.00021875","11.5361277617","","0.00021875","255.31270747","","0.00021875","294.347538219","","0.00021875","298.633206089","","0.00021875","214.545845096","","0.00021875","-2.67525025306","","0.00021875","325.044522079","","0.00021875","390.29568303","","0.00021875","424.73429411","","0.00021875","341.031885125","","0.00021875","-24.9952390404","","0.00021875","387.987876762","","0.00021875","491.638994381","","0.00021875","549.506596956","","0.00021875","451.537499771","","0.00021875","-51.2889100851","","0.00021875","450.90620912","","0.00021875","586.47982943","","0.00021875","659.743365769","","0.00021875","549.153548826","","0.00021875","-82.8589251223"
"0.0002265625","3.74301960868","","0.0002265625","3.80671706818","","0.0002265625","3.77569537586","","0.0002265625","3.72844056087","","0.0002265625","3.67218200623","","0.0002265625","141.09948695","","0.0002265625","154.243914259","","0.0002265625","137.377455819","","0.0002265625","84.5918217355","","0.0002265625","6.32633319027","","0.0002265625","245.213346412","","0.0002265625","280.496462456","","0.0002265625","285.137768971","","0.0002265625","199.35810252","","0.0002265625","-2.75088160948","","0.0002265625","313.420740958","","0.0002265625","382.660564888","","0.0002265625","406.181745518","","0.0002265625","313.049521913","","0.0002265625","-13.3618437261","","0.0002265625","375.939697539","","0.0002265625","482.321611853","","0.0002265625","524.742904891","","0.0002265625","417.318975753","","0.0002265625","-29.4846174095","","0.0002265625","438.612151759","","0.0002265625","563.003496837","","0.0002265625","620.556124532","","0.0002265625","507.241764542","","0.0002265625","-47.0425448834"
